anon_id,arm,model,query_id,query_type,hop_count,source_file
A0233,CoT-RAG,qwen2.5:7b,Q56,1-hop_publisher_city,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0234,CoT-RAG,qwen2.5:7b,Q82,2-hop_collectiontype_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0235,Vector-Gated v2,llama3.1:8b,Q99,branch_filter_vibe,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0236,Standard RAG,qwen2.5:7b,Q04,1-hop_category,1,eval_results_standard_20260706_112205.json
A0237,Standard RAG,qwen2.5:7b,Q80,2-hop_ddc_branch,2,eval_results_standard_20260706_112205.json
A0238,Vector-Gated v2,llama3.1:8b,Q05,1-hop_ddc,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0239,CoT-RAG,qwen2.5:7b,Q62,2-hop_vibe_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0240,Planned,llama3.1:8b,Q51,1-hop_language,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0241,Vector-Gated v2,llama3.1:8b,Q15,2-hop_author_setting,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0242,Standard RAG,qwen2.5:7b,Q13,2-hop_setting_category,2,eval_results_standard_20260706_112205.json
A0243,Standard RAG,llama3.1:8b,Q74,2-hop_author_setting,2,eval_results_standard_20260706_081128.json
A0244,Vector-Gated v2,llama3.1:8b,Q40,1-hop_setting,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0245,Pure ReAct,llama3.1:8b,Q46,1-hop_category,1,eval_results_pure_react_llama31_20260706_015432.json
A0246,Vector-Gated v2,qwen2.5:7b,Q19,3-hop_vibe_setting_category,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0247,Planned,qwen2.5:7b,Q88,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0248,CoT-RAG,llama3.1:8b,Q88,3-hop_vibe_setting_category,3,eval_results_cot_rag_llama31_20260706_015432.json
A0249,Pure ReAct,llama3.1:8b,Q07,1-hop_character,1,eval_results_pure_react_llama31_20260706_015432.json
A0250,CoT-RAG,llama3.1:8b,Q03,1-hop_setting,1,eval_results_cot_rag_llama31_20260706_015432.json
A0251,Pure ReAct,qwen2.5:7b,Q80,2-hop_ddc_branch,2,eval_results_pure_react_qwen25_20260706_050120.json
A0252,Vector-Gated v2,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0253,Standard RAG,llama3.1:8b,Q19,3-hop_vibe_setting_category,3,eval_results_standard_20260706_081128.json
A0254,CoT-RAG,llama3.1:8b,Q64,2-hop_vibe_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0255,Pure ReAct,llama3.1:8b,Q19,3-hop_vibe_setting_category,3,eval_results_pure_react_llama31_20260706_015432.json
A0256,Pure ReAct,llama3.1:8b,Q15,2-hop_author_setting,2,eval_results_pure_react_llama31_20260706_015432.json
A0257,CoT-RAG,qwen2.5:7b,Q01,1-hop_author,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0258,Act-only,qwen2.5:7b,Q92,collaborative_shared_ddc,3,eval_results_act_only_qwen25_20260706_050120.json
A0259,Pure ReAct,llama3.1:8b,Q72,2-hop_author_vibe,2,eval_results_pure_react_llama31_20260706_015432.json
A0260,Vector-Gated v2,qwen2.5:7b,Q63,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0261,Pure ReAct,qwen2.5:7b,Q69,2-hop_setting_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0262,CoT-RAG,llama3.1:8b,Q81,2-hop_ddc_branch,2,eval_results_cot_rag_llama31_20260706_015432.json
A0263,Standard RAG,qwen2.5:7b,Q20,3-hop_vibe_setting_category,3,eval_results_standard_20260706_112205.json
A0264,Pure ReAct,qwen2.5:7b,Q87,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0265,Vector-Gated v2,llama3.1:8b,Q63,2-hop_vibe_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0266,Act-only,llama3.1:8b,Q55,1-hop_character,1,eval_results_act_only_llama31_20260706_015432.json
A0267,Standard RAG,qwen2.5:7b,Q48,1-hop_ddc,1,eval_results_standard_20260706_112205.json
A0268,CoT-RAG,qwen2.5:7b,Q53,1-hop_character,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0269,Standard RAG,llama3.1:8b,Q17,2-hop_ddc_branch,2,eval_results_standard_20260706_081128.json
A0270,Planned,llama3.1:8b,Q47,1-hop_ddc,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0271,Pure ReAct,qwen2.5:7b,Q56,1-hop_publisher_city,1,eval_results_pure_react_qwen25_20260706_050120.json
A0272,Planned,llama3.1:8b,Q82,2-hop_collectiontype_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0273,Vector-Gated v2,llama3.1:8b,Q79,2-hop_ddc_branch,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0274,Pure ReAct,qwen2.5:7b,Q02,1-hop_vibe,1,eval_results_pure_react_qwen25_20260706_050120.json
A0275,Pure ReAct,llama3.1:8b,Q34,1-hop_author,1,eval_results_pure_react_llama31_20260706_015432.json
A0276,Vector-Gated v2,qwen2.5:7b,Q53,1-hop_character,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0277,Planned,qwen2.5:7b,Q61,2-hop_vibe_setting,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0278,Vector-Gated v2,llama3.1:8b,Q94,collaborative_shared_ddc,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0279,Standard RAG,llama3.1:8b,Q81,2-hop_ddc_branch,2,eval_results_standard_20260706_081128.json
A0280,Vector-Gated v2,llama3.1:8b,Q56,1-hop_publisher_city,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0281,Vector-Gated v2,llama3.1:8b,Q54,1-hop_character,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0282,Vector-Gated v2,qwen2.5:7b,Q77,2-hop_author_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0283,Vector-Gated v2,llama3.1:8b,Q33,1-hop_author,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0284,Standard RAG,llama3.1:8b,Q51,1-hop_language,1,eval_results_standard_20260706_081128.json
A0285,Standard RAG,llama3.1:8b,Q31,1-hop_author,1,eval_results_standard_20260706_081128.json
A0286,CoT-RAG,qwen2.5:7b,Q71,2-hop_author_vibe,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0287,Act-only,llama3.1:8b,Q56,1-hop_publisher_city,1,eval_results_act_only_llama31_20260706_015432.json
A0288,Planned,llama3.1:8b,Q92,collaborative_shared_ddc,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0289,CoT-RAG,llama3.1:8b,Q27,runtime_similarity,1,eval_results_cot_rag_llama31_20260706_015432.json
A0290,Pure ReAct,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_pure_react_qwen25_20260706_050120.json
A0291,Act-only,llama3.1:8b,Q62,2-hop_vibe_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0292,Vector-Gated v2,qwen2.5:7b,Q75,2-hop_author_setting,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0293,Standard RAG,qwen2.5:7b,Q16,2-hop_author_category,2,eval_results_standard_20260706_112205.json
A0294,CoT-RAG,llama3.1:8b,Q14,2-hop_author_vibe,2,eval_results_cot_rag_llama31_20260706_015432.json
A0295,Pure ReAct,qwen2.5:7b,Q32,1-hop_author,1,eval_results_pure_react_qwen25_20260706_050120.json
A0296,Vector-Gated v2,qwen2.5:7b,Q43,1-hop_category,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0297,Pure ReAct,llama3.1:8b,Q89,collaborative_shared_vibe,3,eval_results_pure_react_llama31_20260706_015432.json
A0298,Act-only,qwen2.5:7b,Q30,branch_filter_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0299,Standard RAG,qwen2.5:7b,Q56,1-hop_publisher_city,1,eval_results_standard_20260706_112205.json
A0300,Planned,llama3.1:8b,Q38,1-hop_vibe,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0301,Standard RAG,llama3.1:8b,Q77,2-hop_author_category,2,eval_results_standard_20260706_081128.json
A0302,Pure ReAct,qwen2.5:7b,Q91,collaborative_shared_vibe,3,eval_results_pure_react_qwen25_20260706_050120.json
A0303,Planned,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0304,CoT-RAG,llama3.1:8b,Q96,runtime_similarity,1,eval_results_cot_rag_llama31_20260706_015432.json
A0305,Standard RAG,llama3.1:8b,Q38,1-hop_vibe,1,eval_results_standard_20260706_081128.json
A0306,Planned,llama3.1:8b,Q77,2-hop_author_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0307,CoT-RAG,llama3.1:8b,Q06,1-hop_language,1,eval_results_cot_rag_llama31_20260706_015432.json
A0308,Standard RAG,llama3.1:8b,Q34,1-hop_author,1,eval_results_standard_20260706_081128.json
A0309,Pure ReAct,qwen2.5:7b,Q85,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0310,Act-only,qwen2.5:7b,Q13,2-hop_setting_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0311,Act-only,qwen2.5:7b,Q12,2-hop_vibe_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0312,Standard RAG,llama3.1:8b,Q27,runtime_similarity,1,eval_results_standard_20260706_081128.json
A0313,Act-only,llama3.1:8b,Q83,2-hop_collectiontype_category,2,eval_results_act_only_llama31_20260706_015432.json
A0314,CoT-RAG,qwen2.5:7b,Q98,branch_filter_vibe,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0315,Pure ReAct,qwen2.5:7b,Q88,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0316,CoT-RAG,llama3.1:8b,Q46,1-hop_category,1,eval_results_cot_rag_llama31_20260706_015432.json
A0317,Pure ReAct,qwen2.5:7b,Q07,1-hop_character,1,eval_results_pure_react_qwen25_20260706_050120.json
A0318,Planned,llama3.1:8b,Q24,collaborative_shared_ddc,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0319,Pure ReAct,llama3.1:8b,Q67,2-hop_setting_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0320,Vector-Gated v2,llama3.1:8b,Q47,1-hop_ddc,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0321,Act-only,llama3.1:8b,Q71,2-hop_author_vibe,2,eval_results_act_only_llama31_20260706_015432.json
A0322,CoT-RAG,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0323,CoT-RAG,qwen2.5:7b,Q29,branch_filter_author,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0324,Standard RAG,qwen2.5:7b,Q50,1-hop_ddc,1,eval_results_standard_20260706_112205.json
A0325,CoT-RAG,qwen2.5:7b,Q64,2-hop_vibe_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0326,Pure ReAct,llama3.1:8b,Q13,2-hop_setting_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0327,Planned,llama3.1:8b,Q87,3-hop_vibe_setting_category,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0328,Standard RAG,qwen2.5:7b,Q41,1-hop_setting,1,eval_results_standard_20260706_112205.json
A0329,Planned,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0330,Planned,qwen2.5:7b,Q39,1-hop_setting,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0331,Standard RAG,llama3.1:8b,Q08,1-hop_publisher_city,1,eval_results_standard_20260706_081128.json
A0332,Pure ReAct,llama3.1:8b,Q16,2-hop_author_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0333,Standard RAG,llama3.1:8b,Q92,collaborative_shared_ddc,3,eval_results_standard_20260706_081128.json
A0334,Standard RAG,qwen2.5:7b,Q85,3-hop_vibe_setting_category,3,eval_results_standard_20260706_112205.json
A0335,Standard RAG,qwen2.5:7b,Q17,2-hop_ddc_branch,2,eval_results_standard_20260706_112205.json
A0336,Pure ReAct,llama3.1:8b,Q28,branch_filter_vibe,2,eval_results_pure_react_llama31_20260706_015432.json
A0337,Planned,llama3.1:8b,Q02,1-hop_vibe,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0338,Act-only,qwen2.5:7b,Q38,1-hop_vibe,1,eval_results_act_only_qwen25_20260706_050120.json
A0339,Standard RAG,qwen2.5:7b,Q45,1-hop_category,1,eval_results_standard_20260706_112205.json
A0340,Vector-Gated v2,llama3.1:8b,Q68,2-hop_setting_category,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0341,Vector-Gated v2,llama3.1:8b,Q01,1-hop_author,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0342,CoT-RAG,qwen2.5:7b,Q02,1-hop_vibe,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0343,Pure ReAct,llama3.1:8b,Q32,1-hop_author,1,eval_results_pure_react_llama31_20260706_015432.json
A0344,Vector-Gated v2,qwen2.5:7b,Q72,2-hop_author_vibe,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0345,Pure ReAct,qwen2.5:7b,Q50,1-hop_ddc,1,eval_results_pure_react_qwen25_20260706_050120.json
A0346,Pure ReAct,qwen2.5:7b,Q01,1-hop_author,1,eval_results_pure_react_qwen25_20260706_050120.json
A0347,Planned,qwen2.5:7b,Q14,2-hop_author_vibe,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0348,CoT-RAG,llama3.1:8b,Q75,2-hop_author_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0349,Vector-Gated v2,qwen2.5:7b,Q84,2-hop_collectiontype_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0350,Vector-Gated v2,llama3.1:8b,Q48,1-hop_ddc,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0351,Standard RAG,llama3.1:8b,Q99,branch_filter_vibe,2,eval_results_standard_20260706_081128.json
A0352,Act-only,llama3.1:8b,Q63,2-hop_vibe_category,2,eval_results_act_only_llama31_20260706_015432.json
A0353,Pure ReAct,qwen2.5:7b,Q09,2-hop_vibe_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0354,Standard RAG,qwen2.5:7b,Q29,branch_filter_author,2,eval_results_standard_20260706_112205.json
A0355,CoT-RAG,qwen2.5:7b,Q87,3-hop_vibe_setting_category,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0356,Planned,qwen2.5:7b,Q42,1-hop_setting,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0357,CoT-RAG,llama3.1:8b,Q33,1-hop_author,1,eval_results_cot_rag_llama31_20260706_015432.json
A0358,Pure ReAct,llama3.1:8b,Q23,collaborative_shared_vibe,3,eval_results_pure_react_llama31_20260706_015432.json
A0359,Planned,qwen2.5:7b,Q20,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0360,Pure ReAct,qwen2.5:7b,Q20,3-hop_vibe_setting_category,3,eval_results_pure_react_qwen25_20260706_050120.json
A0361,Planned,llama3.1:8b,Q73,2-hop_author_setting,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0362,Standard RAG,qwen2.5:7b,Q77,2-hop_author_category,2,eval_results_standard_20260706_112205.json
A0363,Pure ReAct,qwen2.5:7b,Q51,1-hop_language,1,eval_results_pure_react_qwen25_20260706_050120.json
A0364,Vector-Gated v2,qwen2.5:7b,Q12,2-hop_vibe_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0365,Act-only,qwen2.5:7b,Q11,2-hop_vibe_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0366,Vector-Gated v2,llama3.1:8b,Q14,2-hop_author_vibe,2,eval_results_agentic_llama_20260707_144026_noaudit.json
A0367,CoT-RAG,llama3.1:8b,Q98,branch_filter_vibe,2,eval_results_cot_rag_llama31_20260706_015432.json
A0368,Pure ReAct,qwen2.5:7b,Q25,runtime_similarity,1,eval_results_pure_react_qwen25_20260706_050120.json
A0369,Act-only,qwen2.5:7b,Q14,2-hop_author_vibe,2,eval_results_act_only_qwen25_20260706_050120.json
A0370,Act-only,llama3.1:8b,Q29,branch_filter_author,2,eval_results_act_only_llama31_20260706_015432.json
A0371,CoT-RAG,qwen2.5:7b,Q55,1-hop_character,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0372,CoT-RAG,llama3.1:8b,Q08,1-hop_publisher_city,1,eval_results_cot_rag_llama31_20260706_015432.json
A0373,Standard RAG,qwen2.5:7b,Q14,2-hop_author_vibe,2,eval_results_standard_20260706_112205.json
A0374,Pure ReAct,llama3.1:8b,Q43,1-hop_category,1,eval_results_pure_react_llama31_20260706_015432.json
A0375,Pure ReAct,llama3.1:8b,Q41,1-hop_setting,1,eval_results_pure_react_llama31_20260706_015432.json
A0376,Vector-Gated v2,llama3.1:8b,Q39,1-hop_setting,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0377,Vector-Gated v2,qwen2.5:7b,Q05,1-hop_ddc,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0378,CoT-RAG,llama3.1:8b,Q52,1-hop_language,1,eval_results_cot_rag_llama31_20260706_015432.json
A0379,CoT-RAG,qwen2.5:7b,Q65,2-hop_vibe_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0380,Planned,llama3.1:8b,Q67,2-hop_setting_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0381,Planned,llama3.1:8b,Q22,collaborative_shared_vibe,3,eval_results_planned_llama31_20260707_154549_noaudit.json
A0382,Act-only,llama3.1:8b,Q75,2-hop_author_setting,2,eval_results_act_only_llama31_20260706_015432.json
A0383,CoT-RAG,qwen2.5:7b,Q88,3-hop_vibe_setting_category,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0384,Planned,qwen2.5:7b,Q32,1-hop_author,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0385,Pure ReAct,qwen2.5:7b,Q15,2-hop_author_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0386,Vector-Gated v2,llama3.1:8b,Q19,3-hop_vibe_setting_category,3,eval_results_agentic_llama_20260707_144026_noaudit.json
A0387,CoT-RAG,qwen2.5:7b,Q69,2-hop_setting_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0388,Standard RAG,qwen2.5:7b,Q24,collaborative_shared_ddc,3,eval_results_standard_20260706_112205.json
A0389,Planned,llama3.1:8b,Q34,1-hop_author,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0390,Standard RAG,llama3.1:8b,Q98,branch_filter_vibe,2,eval_results_standard_20260706_081128.json
A0391,CoT-RAG,llama3.1:8b,Q65,2-hop_vibe_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0392,Vector-Gated v2,llama3.1:8b,Q43,1-hop_category,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0393,Act-only,qwen2.5:7b,Q29,branch_filter_author,2,eval_results_act_only_qwen25_20260706_050120.json
A0394,Planned,llama3.1:8b,Q12,2-hop_vibe_category,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0395,Pure ReAct,qwen2.5:7b,Q31,1-hop_author,1,eval_results_pure_react_qwen25_20260706_050120.json
A0396,Act-only,qwen2.5:7b,Q63,2-hop_vibe_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0397,Vector-Gated v2,qwen2.5:7b,Q76,2-hop_author_category,2,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0398,Planned,qwen2.5:7b,Q03,1-hop_setting,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0399,Standard RAG,qwen2.5:7b,Q33,1-hop_author,1,eval_results_standard_20260706_112205.json
A0400,Pure ReAct,qwen2.5:7b,Q63,2-hop_vibe_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0401,Standard RAG,qwen2.5:7b,Q09,2-hop_vibe_setting,2,eval_results_standard_20260706_112205.json
A0402,Pure ReAct,llama3.1:8b,Q29,branch_filter_author,2,eval_results_pure_react_llama31_20260706_015432.json
A0403,Planned,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0404,Pure ReAct,qwen2.5:7b,Q64,2-hop_vibe_category,2,eval_results_pure_react_qwen25_20260706_050120.json
A0405,Pure ReAct,llama3.1:8b,Q08,1-hop_publisher_city,1,eval_results_pure_react_llama31_20260706_015432.json
A0406,Planned,llama3.1:8b,Q31,1-hop_author,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0407,Standard RAG,qwen2.5:7b,Q73,2-hop_author_setting,2,eval_results_standard_20260706_112205.json
A0408,Pure ReAct,qwen2.5:7b,Q06,1-hop_language,1,eval_results_pure_react_qwen25_20260706_050120.json
A0409,Act-only,qwen2.5:7b,Q10,2-hop_vibe_setting,2,eval_results_act_only_qwen25_20260706_050120.json
A0410,Planned,qwen2.5:7b,Q08,1-hop_publisher_city,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0411,Vector-Gated v2,llama3.1:8b,Q49,1-hop_ddc,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0412,CoT-RAG,llama3.1:8b,Q38,1-hop_vibe,1,eval_results_cot_rag_llama31_20260706_015432.json
A0413,CoT-RAG,qwen2.5:7b,Q85,3-hop_vibe_setting_category,3,eval_results_cot_rag_qwen25_20260706_050120.json
A0414,Planned,llama3.1:8b,Q61,2-hop_vibe_setting,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0415,Planned,qwen2.5:7b,Q81,2-hop_ddc_branch,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0416,Planned,qwen2.5:7b,Q51,1-hop_language,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0417,Standard RAG,llama3.1:8b,Q45,1-hop_category,1,eval_results_standard_20260706_081128.json
A0418,Standard RAG,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_standard_20260706_112205.json
A0419,Pure ReAct,qwen2.5:7b,Q100,branch_filter_author,2,eval_results_pure_react_qwen25_20260706_050120.json
A0420,Vector-Gated v2,llama3.1:8b,Q32,1-hop_author,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0421,Vector-Gated v2,qwen2.5:7b,Q95,runtime_similarity,1,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0422,CoT-RAG,qwen2.5:7b,Q75,2-hop_author_setting,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0423,Pure ReAct,qwen2.5:7b,Q62,2-hop_vibe_setting,2,eval_results_pure_react_qwen25_20260706_050120.json
A0424,CoT-RAG,llama3.1:8b,Q24,collaborative_shared_ddc,3,eval_results_cot_rag_llama31_20260706_015432.json
A0425,Act-only,qwen2.5:7b,Q05,1-hop_ddc,1,eval_results_act_only_qwen25_20260706_050120.json
A0426,Planned,llama3.1:8b,Q39,1-hop_setting,1,eval_results_planned_llama31_20260707_154549_noaudit.json
A0427,CoT-RAG,qwen2.5:7b,Q97,runtime_similarity,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0428,CoT-RAG,llama3.1:8b,Q76,2-hop_author_category,2,eval_results_cot_rag_llama31_20260706_015432.json
A0429,Vector-Gated v2,llama3.1:8b,Q95,runtime_similarity,1,eval_results_agentic_llama_20260707_144026_noaudit.json
A0430,Planned,qwen2.5:7b,Q44,1-hop_category,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0431,Act-only,qwen2.5:7b,Q41,1-hop_setting,1,eval_results_act_only_qwen25_20260706_050120.json
A0432,Planned,qwen2.5:7b,Q40,1-hop_setting,1,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0433,Pure ReAct,qwen2.5:7b,Q22,collaborative_shared_vibe,3,eval_results_pure_react_qwen25_20260706_050120.json
A0434,CoT-RAG,qwen2.5:7b,Q76,2-hop_author_category,2,eval_results_cot_rag_qwen25_20260706_050120.json
A0435,Standard RAG,llama3.1:8b,Q91,collaborative_shared_vibe,3,eval_results_standard_20260706_081128.json
A0436,Vector-Gated v2,qwen2.5:7b,Q22,collaborative_shared_vibe,3,eval_results_agentic_qwen_20260707_151426_noaudit.json
A0437,Standard RAG,llama3.1:8b,Q79,2-hop_ddc_branch,2,eval_results_standard_20260706_081128.json
A0438,Planned,qwen2.5:7b,Q74,2-hop_author_setting,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0439,CoT-RAG,llama3.1:8b,Q36,1-hop_vibe,1,eval_results_cot_rag_llama31_20260706_015432.json
A0440,Act-only,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0441,CoT-RAG,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0442,Standard RAG,qwen2.5:7b,Q86,3-hop_vibe_setting_category,3,eval_results_standard_20260706_112205.json
A0443,CoT-RAG,llama3.1:8b,Q22,collaborative_shared_vibe,3,eval_results_cot_rag_llama31_20260706_015432.json
A0444,Planned,qwen2.5:7b,Q84,2-hop_collectiontype_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0445,Pure ReAct,llama3.1:8b,Q40,1-hop_setting,1,eval_results_pure_react_llama31_20260706_015432.json
A0446,Pure ReAct,qwen2.5:7b,Q57,1-hop_publisher_city,1,eval_results_pure_react_qwen25_20260706_050120.json
A0447,Pure ReAct,llama3.1:8b,Q66,2-hop_vibe_category,2,eval_results_pure_react_llama31_20260706_015432.json
A0448,Act-only,llama3.1:8b,Q35,1-hop_vibe,1,eval_results_act_only_llama31_20260706_015432.json
A0449,Pure ReAct,qwen2.5:7b,Q97,runtime_similarity,1,eval_results_pure_react_qwen25_20260706_050120.json
A0450,Standard RAG,qwen2.5:7b,Q75,2-hop_author_setting,2,eval_results_standard_20260706_112205.json
A0451,CoT-RAG,qwen2.5:7b,Q32,1-hop_author,1,eval_results_cot_rag_qwen25_20260706_050120.json
A0452,CoT-RAG,llama3.1:8b,Q60,2-hop_vibe_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0453,Standard RAG,llama3.1:8b,Q36,1-hop_vibe,1,eval_results_standard_20260706_081128.json
A0454,Planned,qwen2.5:7b,Q67,2-hop_setting_category,2,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0455,Act-only,qwen2.5:7b,Q76,2-hop_author_category,2,eval_results_act_only_qwen25_20260706_050120.json
A0456,Act-only,qwen2.5:7b,Q80,2-hop_ddc_branch,2,eval_results_act_only_qwen25_20260706_050120.json
A0457,CoT-RAG,llama3.1:8b,Q73,2-hop_author_setting,2,eval_results_cot_rag_llama31_20260706_015432.json
A0458,Standard RAG,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_standard_20260706_112205.json
A0459,Standard RAG,llama3.1:8b,Q22,collaborative_shared_vibe,3,eval_results_standard_20260706_081128.json
A0460,Act-only,llama3.1:8b,Q01,1-hop_author,1,eval_results_act_only_llama31_20260706_015432.json
A0461,CoT-RAG,llama3.1:8b,Q90,collaborative_shared_vibe,3,eval_results_cot_rag_llama31_20260706_015432.json
A0462,Planned,llama3.1:8b,Q70,2-hop_author_vibe,2,eval_results_planned_llama31_20260707_154549_noaudit.json
A0463,Planned,qwen2.5:7b,Q89,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260707_160812_noaudit.json
A0464,Pure ReAct,llama3.1:8b,Q82,2-hop_collectiontype_category,2,eval_results_pure_react_llama31_20260706_015432.json
